GlobalSubCodeId,GlobalCodeId,SubCodeName,Code,Description,Active,CannotModifyNameOrDelete,SortOrder,ExternalCode1,ExternalSource1,ExternalCode2,ExternalSource2,Bitmap,BitmapImage,Color,RowIdentifier,CreatedBy,CreatedDate,ModifiedBy,ModifiedDate,DeletedBy,RecordDeleted,DeletedDate
12306,11130192,Reason for visit and Chief complaint,Reason for visit and Chief complaint,,Y,N,17.0,46239-0,,,,,,,13BEFFC6-66D4-43A4-A117-2546C1E68F25,SCNET\pshivanna,2022-12-02 01:19:33.117,SCNET\pshivanna,2022-12-02 01:19:33.117,,,
12307,11130192,Results (Diagnostic findings),Results (Diagnostic findings),,Y,N,18.0,30954-2,,,,,,,FAC5187A-403C-4EAE-99D9-5ACF0AE1C409,SCNET\pshivanna,2022-12-02 01:19:33.117,SCNET\pshivanna,2022-12-02 01:19:33.117,,,
12308,11130192,Review of systems,Review of systems,,Y,N,19.0,10187-3,,,,,,,91CDE56B-D732-45F9-8E21-C51CD389E698,SCNET\pshivanna,2022-12-02 01:19:33.117,SCNET\pshivanna,2022-12-02 01:19:33.117,,,
12309,11130192,Social history,Social history,,Y,N,20.0,29762-2,,,,,,,383B9EA9-4A1B-4D2C-9247-C6D257FB2451,SCNET\pshivanna,2022-12-02 01:19:33.117,SCNET\pshivanna,2022-12-02 01:19:33.117,,,
12310,11130192,Vital signs,Vital signs,,Y,N,21.0,8716-3,,,,,,,A1B58177-115F-469F-8956-D325564DB8EC,SCNET\pshivanna,2022-12-02 01:19:33.130,SCNET\pshivanna,2022-12-02 01:19:33.130,,,
12311,11130193,Assessment+Plan,Assessment+Plan,,Y,N,1.0,51847-2,,,,,,,74F3A8B1-AEBA-4CBC-BD6E-01850335A44F,SCNET\pshivanna,2022-12-02 01:19:33.130,SCNET\pshivanna,2022-12-02 01:19:33.130,,,
12312,11130193,Assessment,Assessment,,Y,N,2.0,51848-0,,,,,,,202A86A6-8972-4F33-BEFB-CCDB3B5C8843,SCNET\pshivanna,2022-12-02 01:19:33.130,SCNET\pshivanna,2022-12-02 01:19:33.130,,,
12313,11130193,Plan of care,Plan of care,,Y,N,3.0,18776-5,,,,,,,7CDD0E2C-07B7-48E0-BFB4-EE90513ECA65,SCNET\pshivanna,2022-12-02 01:19:33.130,SCNET\pshivanna,2022-12-02 01:19:33.130,,,
12314,11130193,Complications Document,Complications Document,,Y,N,4.0,55109-3,,,,,,,C76FFC88-F602-425B-8518-D1557A7DB7CE,SCNET\pshivanna,2022-12-02 01:19:33.130,SCNET\pshivanna,2022-12-02 01:19:33.130,,,
12315,11130193,Procedure description,Procedure description,,Y,N,5.0,29554-3,,,,,,,2CD14E19-253C-46D9-843D-228868491254,SCNET\pshivanna,2022-12-02 01:19:33.147,SCNET\pshivanna,2022-12-02 01:19:33.147,,,
12316,11130193,Postprocedure diagnosis Narrative,Postprocedure diagnosis Narrative,,Y,N,6.0,59769-0,,,,,,,F6E6E1AB-7E84-4EC4-B24E-06C478022F95,SCNET\pshivanna,2022-12-02 01:19:33.147,SCNET\pshivanna,2022-12-02 01:19:33.147,,,
12317,11130193,Procedure indications [Interpretation] Narrative,Procedure indications [Interpretation] Narrative,,Y,N,7.0,59768-2,,,,,,,244722DF-9135-4B68-960B-6037D295716A,SCNET\pshivanna,2022-12-02 01:19:33.147,SCNET\pshivanna,2022-12-02 01:19:33.147,,,
12318,11130193,Allergies,Allergies,,Y,N,8.0,48765-2,,,,,,,B1D74E94-51D2-4F16-97F9-4EE44E54B77B,SCNET\pshivanna,2022-12-02 01:19:33.147,SCNET\pshivanna,2022-12-02 01:19:33.147,,,
12319,11130193,Procedure anesthesia Narrative,Procedure anesthesia Narrative,,Y,N,9.0,59774-0,,,,,,,FECA70AC-31E2-421E-8374-C5124E37DD6E,SCNET\pshivanna,2022-12-02 01:19:33.147,SCNET\pshivanna,2022-12-02 01:19:33.147,,,
12320,11130193,Chief complaint+Reason for visit Narrative,Chief complaint+Reason for visit Narrative,,Y,N,10.0,46239-0,,,,,,,FBB36C57-FE6F-4A61-BCDC-0F950E29DB6E,SCNET\pshivanna,2022-12-02 01:19:33.163,SCNET\pshivanna,2022-12-02 01:19:33.163,,,
12321,11130193,Chief complaint Narrative - Reported,Chief complaint Narrative - Reported,,Y,N,11.0,10154-3,,,,,,,E36ADBE9-A02A-4E39-98E4-BA391239A5C0,SCNET\pshivanna,2022-12-02 01:19:33.163,SCNET\pshivanna,2022-12-02 01:19:33.163,,,
12322,11130193,Family history,Family history,,Y,N,12.0,10157-6,,,,,,,250E686F-8D30-4149-B94A-98C069070DA5,SCNET\pshivanna,2022-12-02 01:19:33.163,SCNET\pshivanna,2022-12-02 01:19:33.163,,,
12323,11130193,History of Past illness Narrative,History of Past illness Narrative,,Y,N,13.0,11348-0,,,,,,,7ABD1F06-94B1-439D-807A-740D0B4D6E23,SCNET\pshivanna,2022-12-02 01:19:33.163,SCNET\pshivanna,2022-12-02 01:19:33.163,,,
12324,11130193,History of Present illness Narrative,History of Present illness Narrative,,Y,N,14.0,10164-2,,,,,,,859ECCFE-C894-4301-9006-F913CB125259,SCNET\pshivanna,2022-12-02 01:19:33.180,SCNET\pshivanna,2022-12-02 01:19:33.180,,,
12325,11130193,Past medical history,Past medical history,,Y,N,15.0,11348-0,,,,,,,F3E754D6-7FB5-437A-9CC2-192734F69BE1,SCNET\pshivanna,2022-12-02 01:19:33.180,SCNET\pshivanna,2022-12-02 01:19:33.180,,,
12326,11130193,Medication administered Narrative,Medication administered Narrative,,Y,N,16.0,29549-3,,,,,,,340334F3-E22F-491A-93B4-F808691F9EDB,SCNET\pshivanna,2022-12-02 01:19:33.180,SCNET\pshivanna,2022-12-02 01:19:33.180,,,
12327,11130193,Medications,Medications,,Y,N,17.0,10160-0,,,,,,,B3ACF2C9-0E97-437E-9B5B-DA97471602D2,SCNET\pshivanna,2022-12-02 01:19:33.180,SCNET\pshivanna,2022-12-02 01:19:33.180,,,
12328,11130193,Physical examination,Physical examination,,Y,N,18.0,29545-1,,,,,,,57BDB585-2F64-45F9-8CF4-16EB75B4C091,SCNET\pshivanna,2022-12-02 01:19:33.180,SCNET\pshivanna,2022-12-02 01:19:33.180,,,
12329,11130193,Planned procedure Narrative,Planned procedure Narrative,,Y,N,19.0,59772-4,,,,,,,EAC7BEBA-F872-4F91-8B92-9A416BECF8D2,SCNET\pshivanna,2022-12-02 01:19:33.193,SCNET\pshivanna,2022-12-02 01:19:33.193,,,
12330,11130193,Procedure disposition Narrative,Procedure disposition Narrative,,Y,N,20.0,59775-7,,,,,,,2CD5DE09-36BA-4D0C-A7FE-A2B58ACC3E1D,SCNET\pshivanna,2022-12-02 01:19:33.193,SCNET\pshivanna,2022-12-02 01:19:33.193,,,
12331,11130193,Procedure estimated blood loss Narrative,Procedure estimated blood loss Narrative,,Y,N,21.0,59770-8,,,,,,,658BA711-B643-43D8-A662-513F4017F11B,SCNET\pshivanna,2022-12-02 01:19:33.193,SCNET\pshivanna,2022-12-02 01:19:33.193,,,
12332,11130194,Assessment+Plan,Assessment+Plan,,Y,N,1.0,51847-2,,,,,,,0EB42E68-6542-476B-A80A-5FD93CEB783D,SCNET\pshivanna,2022-12-02 01:19:33.193,SCNET\pshivanna,2022-12-02 01:19:33.193,,,
12333,11130194,Assessment,Assessment,,Y,N,2.0,51848-0,,,,,,,D24CDF91-8E5D-4681-A3FC-30C5F888C68C,SCNET\pshivanna,2022-12-02 01:19:33.210,SCNET\pshivanna,2022-12-02 01:19:33.210,,,
12334,11130194,Plan of care,Plan of care,,Y,N,3.0,18776-5,,,,,,,07F905C4-5446-4616-9C04-A2DF8CAB8180,SCNET\pshivanna,2022-12-02 01:19:33.210,SCNET\pshivanna,2022-12-02 01:19:33.210,,,
12335,11130194,Allergies,Allergies,,Y,N,4.0,48765-2,,,,,,,FC906EA2-015A-45EB-A59D-1574E09A4576,SCNET\pshivanna,2022-12-02 01:19:33.210,SCNET\pshivanna,2022-12-02 01:19:33.210,,,
12336,11130194,Chief complaint Narrative - Reported,Chief complaint Narrative - Reported,,Y,N,5.0,10154-3,,,,,,,100392F9-DACB-4BFE-85C0-90361A50E157,SCNET\pshivanna,2022-12-02 01:19:33.210,SCNET\pshivanna,2022-12-02 01:19:33.210,,,
12337,11130194,Instructions,Instructions,,Y,N,6.0,69730-0,,,,,,,487411D3-8EC8-4B4B-9719-BC2BD1FC3CAC,SCNET\pshivanna,2022-12-02 01:19:33.227,SCNET\pshivanna,2022-12-02 01:19:33.227,,,
12338,11130194,Interventions Narrative,Interventions Narrative,,Y,N,7.0,62387-6,,,,,,,19546DB2-8F38-4E74-969D-F89BED8A87FF,SCNET\pshivanna,2022-12-02 01:19:33.227,SCNET\pshivanna,2022-12-02 01:19:33.227,,,
12339,11130194,History of Medication use Narrative,History of Medication use Narrative,,Y,N,8.0,10160-0,,,,,,,CCDC750C-E4F3-4C2B-9936-C778B2E07615,SCNET\pshivanna,2022-12-02 01:19:33.227,SCNET\pshivanna,2022-12-02 01:19:33.227,,,
12340,11130194,Diet and nutrition Narrative,Diet and nutrition Narrative,,Y,N,9.0,61144-2,,,,,,,301EAEF9-7367-40F4-80E9-AAEDF4017EB4,SCNET\pshivanna,2022-12-02 01:19:33.227,SCNET\pshivanna,2022-12-02 01:19:33.227,,,
12341,11130194,Objective Narrative,Objective Narrative,,Y,N,10.0,61149-1,,,,,,,0A018575-92CD-4AB4-B953-EAA8DC63EC80,SCNET\pshivanna,2022-12-02 01:19:33.240,SCNET\pshivanna,2022-12-02 01:19:33.240,,,
12342,11130194,Physical findings Narrative,Physical findings Narrative,,Y,N,11.0,29545-1,,,,,,,356CF9EC-C047-43B5-A212-484ED9C89DF1,SCNET\pshivanna,2022-12-02 01:19:33.240,SCNET\pshivanna,2022-12-02 01:19:33.240,,,
12343,11130194,Problem list - Reported,Problem list - Reported,,Y,N,12.0,11450-4,,,,,,,8EA763A3-C918-47FB-8B2F-FA2C99391FC7,SCNET\pshivanna,2022-12-02 01:19:33.240,SCNET\pshivanna,2022-12-02 01:19:33.240,,,
12344,11130194,Results,Results,,Y,N,13.0,30954-2,,,,,,,D3F3611A-FF65-4A24-AB72-7DD94B151C50,SCNET\pshivanna,2022-12-02 01:19:33.240,SCNET\pshivanna,2022-12-02 01:19:33.240,,,
12345,11130194,Review of systems Narrative - Reported,Review of systems Narrative - Reported,,Y,N,14.0,10187-3,,,,,,,F0C3832D-85EE-4313-B212-4DCD8DEAFD05,SCNET\pshivanna,2022-12-02 01:19:33.257,SCNET\pshivanna,2022-12-02 01:19:33.257,,,
12346,11130194,Subjective Narrative,Subjective Narrative,,Y,N,15.0,61150-9,,,,,,,42E7A217-41A1-4083-8AB1-D70F968C7B47,SCNET\pshivanna,2022-12-02 01:19:33.257,SCNET\pshivanna,2022-12-02 01:19:33.257,,,
12347,11130194,Vital signs,Vital signs,,Y,N,16.0,8716-3,,,,,,,B0817FA0-858B-41D1-BE0D-C2F59F25E3FC,SCNET\pshivanna,2022-12-02 01:19:33.257,SCNET\pshivanna,2022-12-02 01:19:33.257,,,
12348,11132921,History general,History general,,Y,N,1.0,11329-0,,,,,,,CF4B341D-D435-4BE1-94F0-2C035E34B0FC,SCNET\pshivanna,2022-12-02 01:19:33.257,SCNET\pshivanna,2022-12-02 01:19:33.257,,,
12349,11132921,Request (Radiology),Request (Radiology),,Y,N,2.0,55115-0,,,,,,,D4186B3F-3076-408F-A6A3-652BBBD4E36F,SCNET\pshivanna,2022-12-02 01:19:33.257,SCNET\pshivanna,2022-12-02 01:19:33.257,,,
12350,11132921,Current imaging procedure descriptions Document,Current imaging procedure descriptions Document,,Y,N,3.0,55111-9,,,,,,,FC505A04-F646-4FB0-AB6F-EF0F51C27B1E,SCNET\pshivanna,2022-12-02 01:19:33.273,SCNET\pshivanna,2022-12-02 01:19:33.273,,,
12351,11132921,Prior procedure descriptions,Prior procedure descriptions,,Y,N,4.0,55114-3,,,,,,,69C8BB74-DBB5-4F28-A0C5-0ECF077F6A6A,SCNET\pshivanna,2022-12-02 01:19:33.273,SCNET\pshivanna,2022-12-02 01:19:33.273,,,
12352,11132921,Radiology Comparison study - observation,Radiology Comparison study - observation,,Y,N,5.0,18834-2,,,,,,,07881DB2-AB91-456E-82C1-AAA364242DB6,SCNET\pshivanna,2022-12-02 01:19:33.273,SCNET\pshivanna,2022-12-02 01:19:33.273,,,
12353,11132921,Radiology Study observation (findings),Radiology Study observation (findings),,Y,N,6.0,18782-3,,,,,,,2660BB4C-A4BC-4042-9E26-E3B4B6E07E9C,SCNET\pshivanna,2022-12-02 01:19:33.290,SCNET\pshivanna,2022-12-02 01:19:33.290,,,
12354,11132921,Radiology - Impression,Radiology - Impression,,Y,N,7.0,19005-8,,,,,,,E683990F-1137-44F4-A113-59F74DFCBB32,SCNET\pshivanna,2022-12-02 01:19:33.290,SCNET\pshivanna,2022-12-02 01:19:33.290,,,
12355,11132921,Radiology Study recommendation,Radiology Study recommendation,,Y,N,8.0,18783-1,,,,,,,071AB5D9-9023-47EF-970C-65379BFC7B99,SCNET\pshivanna,2022-12-02 01:19:33.290,SCNET\pshivanna,2022-12-02 01:19:33.290,,,
12356,11132921,Conclusions,Conclusions,,Y,N,9.0,55110-1,,,,,,,BBFEB602-2AF3-4A27-B1BB-EE4F5AC0C038,SCNET\pshivanna,2022-12-02 01:19:33.290,SCNET\pshivanna,2022-12-02 01:19:33.290,,,
12357,11132921,Addendum,Addendum,,Y,N,10.0,55107-7,,,,,,,ADF34D70-287A-423D-AEDE-A398AF60DA77,SCNET\pshivanna,2022-12-02 01:19:33.290,SCNET\pshivanna,2022-12-02 01:19:33.290,,,
12358,11132921,Radiology Reason for study,Radiology Reason for study,,Y,N,11.0,18785-6,,,,,,,C529F174-F7A9-4D4F-B451-B2E3B161ADA1,SCNET\pshivanna,2022-12-02 01:19:33.303,SCNET\pshivanna,2022-12-02 01:19:33.303,,,
12359,11132921,Patient presentation,Patient presentation,,Y,N,12.0,55108-5,,,,,,,7D39F9A6-484B-4EB2-9CC3-397A76186E84,SCNET\pshivanna,2022-12-02 01:19:33.303,SCNET\pshivanna,2022-12-02 01:19:33.303,,,
12360,11132921,Complications,Complications,,Y,N,13.0,55109-3,,,,,,,7E38D529-6C18-47BC-B9D3-6EAF5CD6414A,SCNET\pshivanna,2022-12-02 01:19:33.303,SCNET\pshivanna,2022-12-02 01:19:33.303,,,
12361,11132921,Summary,Summary,,Y,N,14.0,55112-7,,,,,,,7C6580F5-39CC-432A-8D9D-D1AC74863E90,SCNET\pshivanna,2022-12-02 01:19:33.303,SCNET\pshivanna,2022-12-02 01:19:33.303,,,
12362,11132921,Key images,Key images,,Y,N,15.0,55113-5,,,,,,,7803CD5B-0A66-46FD-9AC0-80913C5C3155,SCNET\pshivanna,2022-12-02 01:19:33.320,SCNET\pshivanna,2022-12-02 01:19:33.320,,,
12363,11130195,Test1,Test1,,Y,N,1.0,,,,,,,,B96085A9-9870-4C44-A831-3467703E1E36,SCNET\pshivanna,2022-12-02 01:19:33.320,SCNET\pshivanna,2022-12-02 01:19:33.320,,,
12364,11130195,Test2,Test2,,Y,N,2.0,,,,,,,,D9296110-7E6B-4D8E-86E7-EA35B9CCBE1F,SCNET\pshivanna,2022-12-02 01:19:33.320,SCNET\pshivanna,2022-12-02 01:19:33.320,,,
12365,11130196,Test1,Test1,,Y,N,1.0,,,,,,,,023803D0-62E8-495B-98DB-9688FAA2F078,SCNET\pshivanna,2022-12-02 01:19:33.320,SCNET\pshivanna,2022-12-02 01:19:33.320,,,
12366,11130196,Test2,Test2,,Y,N,2.0,,,,,,,,81AB3F07-40C4-4339-A8CF-A60C55428F7A,SCNET\pshivanna,2022-12-02 01:19:33.320,SCNET\pshivanna,2022-12-02 01:19:33.320,,,
12367,11130197,Test1,Test1,,Y,N,1.0,,,,,,,,0F39911A-EC36-4F86-B8D8-6AE792247F29,SCNET\pshivanna,2022-12-02 01:19:33.337,SCNET\pshivanna,2022-12-02 01:19:33.337,,,
12368,11130197,Test2,Test2,,Y,N,2.0,,,,,,,,8324C9F8-E244-432B-B459-01E41D4206B8,SCNET\pshivanna,2022-12-02 01:19:33.337,SCNET\pshivanna,2022-12-02 01:19:33.337,,,
12369,11134625,Name,PlanName,Name,Y,Y,1.0,PlanName,,,,,,,C51E3163-242F-48BF-B316-111C2DFB43ED,EII2972,2023-05-23 00:30:10.297,EII2972,2023-05-23 00:30:10.297,EII-2329,Y,2024-01-08 00:20:20.747
12370,11134625,Address,Address,Address,Y,Y,2.0,Address,,,,,,,A182051F-3E16-4F22-9136-DF8D739201D9,EII2972,2023-05-23 00:30:10.297,EII2972,2023-05-23 00:30:10.297,EII-2329,Y,2023-06-20 23:41:18.010
12371,11134625,City,City,City,Y,Y,3.0,City,,,,,,,F4DCEA5B-663C-4D5F-B629-03F63C41D87D,EII2972,2023-05-23 00:30:10.297,EII2972,2023-05-23 00:30:10.297,EII-2329,Y,2023-06-20 23:41:18.010
12372,11134625,State,State,State,Y,Y,4.0,State,,,,,,,907DA047-D21C-40C9-8DCA-59BB3CFDE447,EII2972,2023-05-23 00:30:10.297,EII2972,2023-05-23 00:30:10.297,EII-2329,Y,2023-06-20 23:41:18.010
12373,11134625,ZipCode,ZipCode,ZipCode,Y,Y,5.0,ZipCode,,,,,,,47AB2BA5-CD3E-43C4-94F1-C7FE2AE6D07F,EII2972,2023-05-23 00:30:10.297,EII2972,2023-05-23 00:30:10.297,EII-2329,Y,2023-06-20 23:41:18.010
12374,11134625,National Provider Id,NationalProviderId,National Provider Id,Y,Y,6.0,NationalProviderId,,,,,,,92B9FC10-5736-456B-9657-E73C93FE6EFA,EII2972,2023-05-23 00:30:10.297,EII2972,2023-05-23 00:30:10.297,EII-2329,Y,2023-06-20 23:41:18.010
12375,11134625,Taxonomy Code,Taxonomy Code,Taxonomy Code,Y,Y,7.0,ExternalCode1,,,,,,,3D85BE89-4285-447D-A21E-3234CF031B20,EII2972,2023-05-23 00:30:10.297,EII2972,2023-05-23 00:30:10.297,EII-2329,Y,2024-01-08 00:20:20.747
12376,11134625,Tax Id,TaxId,Tax Id,Y,Y,8.0,TaxId,,,,,,,D087B40C-08C9-4C2E-9E7B-DE3E9DB642C9,EII2972,2023-05-23 00:30:10.297,EII2972,2023-05-23 00:30:10.297,EII-2329,Y,2024-01-08 00:20:20.747
12377,4681,Box 23  - Prior Authorization Number,AuthorizationNumber,Box 23  - Prior Authorization Number,Y,N,,#ClaimLines,,,,,,,ECC43EB6-C042-4B80-81C3-7C1714FBBF22,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12378,4681,Box 24I - Line 1,RenderingProviderIdType,Box 24I - Line 1,Y,N,,#ClaimLines,,,,,,,562B5D62-36CE-486B-A6F0-5765424559B8,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12379,4681,Box 24J - Line 1,RenderingProviderId,Box 24J - Line 1,Y,N,,#ClaimLines,,,,,,,4A0BBF9D-A4C1-458A-B12E-37552DB6D09D,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12380,4681,Box 24J - NPI,RenderingProviderNPI,Box 24J - NPI,Y,N,,#ClaimLines,,,,,,,FC9E3945-1A52-4287-8645-1BA682F9FA0F,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12381,4681,Box31 - First Name,RenderingProviderFirstName,Box31 - First Name,Y,N,,#ClaimLines,,,,,,,834BC217-7D43-4023-BC65-145492EB7131,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12382,4681,Box31 - Last Name,RenderingProviderLastName,Box31 - Last Name,Y,N,,#ClaimLines,,,,,,,E6A5A0AF-EF42-4BEE-BF73-A25EAE37ED31,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12383,4681,Box 32a - NPI,FacilityNPI,Box 32a - NPI,Y,N,,#ClaimLines,,,,,,,91A3591C-F9DD-4955-8FAB-E2C88B4355A7,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12384,4681,Box 32b - Other ID,FacilityProviderId,Box 32b - Other ID,Y,N,,#ClaimLines,,,,,,,5B69BE1C-F183-4D28-B653-BED44FDF8D07,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12385,4681,Box33 - Name,PayToProviderLastName,Box33 - Name,Y,N,,#ClaimLines,,,,,,,072B632E-DD16-4008-9668-784EF8B9F09D,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12386,4681,Box33 - Address,PaymentAddress1,Box33 - Address,Y,N,,#ClaimLines,,,,,,,E18B894D-518B-40E4-AF6C-9B809639F325,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12387,4681,Box33 - City,PaymentCity,Box33 - City,Y,N,,#ClaimLines,,,,,,,16E0B97E-CD55-4FDF-8E1D-17EB308B0685,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12388,4681,Box33 - State,PaymentState,Box33 - State,Y,N,,#ClaimLines,,,,,,,4037DC5D-20FB-4179-AA9E-DE5C203AC2CC,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12389,4681,Box33 - Zip,PaymentZip,Box33 - Zip,Y,N,,#ClaimLines,,,,,,,5FC2DEF5-9AD5-4DF8-ADC0-F77E263B2FF8,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12390,4681,Box 33  - Phone,PaymentPhone,Box 33  - Phone,Y,N,,#ClaimLines,,,,,,,E2AE6B8F-F3B9-4DAF-BD63-C1A86B91A799,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12391,4681,Box 33a - NPI,BillingProviderNPI,Box 33a - NPI,Y,N,,#ClaimLines,,,,,,,97AB7013-CF16-45F3-A3F2-C2660E1C41D4,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12392,4681,Box 33b - Other ID,BillingProviderId,Box 33b - Other ID,Y,N,,#ClaimLines,,,,,,,FDE2CDE2-649F-4B15-8CED-7EDD1004F7C1,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12393,4684,2010AA - N3 - Billing Provider Address1,PaymentAddress1,2010AA - N3 - Billing Provider Address1,Y,N,,#ClaimLines,,,,,,,603A71D0-F218-436A-B6AD-D3D921D8C979,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12394,4684,2010AA - N3 - Billing Provider Address2,PaymentAddress2,2010AA - N3 - Billing Provider Address2,Y,N,,#ClaimLines,,,,,,,B94ACB68-7351-429A-8034-02C47DF20F65,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12395,4684,2010AA - N4 - Billing Provider City,PaymentCity,2010AA - N4 - Billing Provider City,Y,N,,#ClaimLines,,,,,,,6B493213-B319-465E-9FFB-795B71E1D9BB,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12396,4684,2010AA - N4 - Billing Provider State,PaymentState,2010AA - N4 - Billing Provider State,Y,N,,#ClaimLines,,,,,,,599FE42E-F01C-4E18-9C56-8F4B18AADFBA,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12397,4684,2010AA - N4 - Billing Provider Zip,PaymentZip,2010AA - N4 - Billing Provider Zip,Y,N,,#ClaimLines,,,,,,,41B4C822-6AFF-4337-A0AB-8A1A89605E44,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12398,4684,2010AA - NM1 - 03-06 Billing Provider Last Name,BillingProviderLastName,2010AA - NM1 - 03-06 Billing Provider Last Name,Y,N,,#ClaimLines,,,,,,,1F7E5C53-141E-400E-8819-E6ECC1DAF472,EII-2329,2023-06-20 23:41:17.820,EII-2329,2024-01-08 00:21:13.820,,,
12399,4684,2010AA - NM1 - 03-06 Billing Provider First Name,BillingProviderFirstName,2010AA - NM1 - 03-06 Billing Provider First Name,Y,N,,#ClaimLines,,,,,,,52D69FDC-117D-4AD1-8C3B-879EC0269F68,EII-2329,2023-06-20 23:41:17.820,EII-2329,2024-01-08 00:21:13.820,,,
12400,4684,2010AA - NM1 - 08 Billing Provider ID Qualifier,PayToProviderIdType,2010AA - NM1 - 08 Billing Provider ID Qualifier,N,N,,#ClaimLines,,,,,,,2B309FB0-BA37-4F60-B41D-693DF3AEC4C3,EII-2329,2023-06-20 23:41:17.820,EII-2329,2024-01-08 00:19:31.413,,Y,2024-01-08 00:21:13.823
12401,4684,2010AA - NM1 - 09 Billing Provider ID,BillingProviderNPI,2010AA - NM1 - 09 Billing Provider ID,Y,N,,#ClaimLines,,,,,,,02BC9B0A-8A82-40C2-9930-6400C24EF691,EII-2329,2023-06-20 23:41:17.820,EII-2329,2024-01-08 00:21:13.820,,,
12402,4684,2000A - PRV - 03 Billing Provider Taxonomy Code,BillingTaxonomyCode,2000A - PRV - 03 Billing Provider Taxonomy Code,Y,N,,#ClaimLines,,,,,,,6F4D461B-54A9-4D00-B7C3-66ADDC937843,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12403,4684,2300 - CL1 - 01 - Admission Type Code,OverrideAdmissionTypeCode,2300 - CL1 - 01 - Admission Type Code,Y,N,,#ClaimLines,,,,,,,1641822B-E189-4918-8A0D-A21B09DED88B,EII-2329,2023-06-20 23:41:17.820,EII-2329,2024-06-24 00:31:59.173,,,
12404,4684,2300 - CL1 - 02 - Admission Source Code,OverrideAdmissionSourceCode,2300 - CL1 - 02 - Admission Source Code,Y,N,,#ClaimLines,,,,,,,63790D7F-488B-4C52-A2B2-426B5B38E8FE,EII-2329,2023-06-20 23:41:17.820,EII-2329,2024-06-24 00:31:59.173,,,
12405,4684,2300 - CL1 - 03 - Patient Status Code,OverridePatientStatusCode,2300 - CL1 - 03 - Patient Status Code,Y,N,,#ClaimLines,,,,,,,F1802624-6F7C-4498-8D54-2B1377ADFC16,EII-2329,2023-06-20 23:41:17.820,EII-2329,2024-06-24 00:31:59.173,,,
12406,4684,2300 - CLM - 05:1 Facility Type Code,PlaceOfServiceCode,2300 - CLM - 05:1 Facility Type Code,Y,N,,#ClaimLines,,,,,,,A74C77DB-B372-4ADA-AE83-B65A26ED02CF,EII-2329,2023-06-20 23:41:17.820,EII-2329,2024-10-28 04:09:48.260,,,
12407,4684,2300 - CLM - 05:3 Claim Frequency Code,OverrideClaimFrequencyCode,2300 - CLM - 05:3 Claim Frequency Code,Y,N,,#ClaimLines,,,,,,,86C75275-BABD-4A1E-8D18-20F9E1742706,EII-2329,2023-06-20 23:41:17.820,EII-2329,2024-06-24 00:31:59.173,,,
12408,4684,2300 - NTE - 01 Note Reference Code,ClaimNoteReferenceCode,2300 - NTE - 01 Note Reference Code,Y,N,,#ClaimLines,,,,,,,D810430A-5969-4E03-B494-5A895B0DD2A5,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
12409,4684,2300 - NTE - 02 Claim Note Text,ClaimNote,2300 - NTE - 02 Claim Note Text,Y,N,,#ClaimLines,,,,,,,1CA3FB83-92A7-45E9-B06E-0E2516F493C2,EII-2329,2023-06-20 23:41:17.820,EII-2329,2023-06-20 23:41:17.820,,,
