GlobalCodeId,Category,CodeName,Code,Description,Active,CannotModifyNameOrDelete,SortOrder,ExternalCode1,ExternalSource1,ExternalCode2,ExternalSource2,Color
11131857,XDischargeStatus    ,Left Before Completion w / Satisfactory Progress / Administrative  (minimum questions),LeftSatisfactoryAdministrative,,Y,N,4.0,4,,,,
11131858,XDischargeStatus    ,Left Before Completion w / Unsatisfactory Progress / Standard (all questions),LeftUnSatisfactoryStandard,,Y,N,5.0,5,,,,
11131859,XDischargeStatus    ,Left Before Completion w / Unsatisfactory Progress / Administrative  (minimum questions),LeftUnSatisfactoryAdministrative,,Y,N,6.0,6,,,,
11131860,XDischargeStatus    ,Death,Death,,Y,N,7.0,7,,,,
11131861,XDischargeStatus    ,Incarceration,Incarceration,,Y,N,8.0,8,,,,
11131862,XUDBirthState       ,AL- WY - state abbreviation,,,Y,N,1.0,,,,,
11131863,XUDBirthState       ,Other(born outside of US),,,Y,N,2.0,,,,,
11131864,XParoleeInPSN       ,Yes,,,Y,N,1.0,,,,,
11131865,XParoleeInPSN       ,No,,,Y,N,2.0,,,,,
11131866,XParoleeInPSN       ,Client unable to answer,,,Y,N,3.0,,,,,
11131867,XParoleeInFOTP      ,Yes,,,Y,N,1.0,,,,,
11131868,XParoleeInFOTP      ,No,,,Y,N,2.0,,,,,
11131869,XParoleeInFOTP      ,Client unable to answer,,,Y,N,3.0,,,,,
11131870,XFOTPStatus         ,Completed “Forever Free” and released and enrolled in treatment program,,,Y,N,1.0,,,,,
11131871,XFOTPStatus         ,Any woman paroling from California Institute for Women (CIW),,,Y,N,2.0,,,,,
11131872,XFOTPStatus         ,Completed “Forever Free” and goes direct to FOTP facility,,,Y,N,3.0,,,,,
11131873,XFOTPStatus         ,None or not applicable,,,Y,N,4.0,,,,,
11131874,XFOTPStatus         ,Client unable to answer,,,Y,N,5.0,,,,,
11131875,XBHTEDSLIVINGARRANGE,Homeless,,,Y,N,1.0,1,,,,
11131876,XBHTEDSLIVINGARRANGE,Dependent living,,,Y,N,2.0,2,,,,
11131877,XBHTEDSLIVINGARRANGE,Independent Living,,,Y,N,3.0,3,,,,
11131878,XSignedClientFile   ,Yes,,,Y,N,1.0,1,,,,
11131879,XSignedClientFile   ,No,,,Y,N,2.0,0,,,,
11131880,XPrAlcoDrugPrb      ,Heroin,,,Y,N,2.0,1,,,,
11131881,XPrAlcoDrugPrb      ,Alcohol,,,Y,N,2.0,2,,,,
11131882,XPrAlcoDrugPrb      ,Barbiturates,,,Y,N,3.0,3,,,,
11131883,XPrAlcoDrugPrb      ,Other Sedatives or Hypnotics,,,Y,N,4.0,4,,,,
11131884,XPrAlcoDrugPrb      ,Methamphetamine,,,Y,N,5.0,5,,,,
11131885,XPrAlcoDrugPrb      ,Other Amphetamines,,,Y,N,6.0,6,,,,
11131886,XPrAlcoDrugPrb      ,Other Stimulants,,,Y,N,7.0,7,,,,
11131887,XPrAlcoDrugPrb      ,Cocaine / Crack,,,Y,N,8.0,8,,,,
11131888,XPrAlcoDrugPrb      ,Marijuana / Hashish,,,Y,N,9.0,9,,,,
11131889,XPrAlcoDrugPrb      ,PCP,,,Y,N,10.0,10,,,,
11131890,XPrAlcoDrugPrb      ,Other Hallucinogens,,,Y,N,11.0,11,,,,
11131891,XPrAlcoDrugPrb      ,Tranquilizers (Benzodiazepine),,,Y,N,12.0,12,,,,
11131892,XPrAlcoDrugPrb      ,Other Tranquilizers,,,Y,N,13.0,13,,,,
11131893,XPrAlcoDrugPrb      ,Non-Prescription Methadone,,,Y,N,14.0,14,,,,
11131894,XPrAlcoDrugPrb      ,OxyCodone / OxyContin,,,Y,N,15.0,15,,,,
11131895,XPrAlcoDrugPrb      ,Other Opiates or Synthetics,,,Y,N,16.0,16,,,,
11131896,XPrAlcoDrugPrb      ,Inhalantss,,,Y,N,17.0,17,,,,
11131897,XPrAlcoDrugPrb      ,Over-the-Counter,,,Y,N,18.0,18,,,,
11131898,XPrAlcoDrugPrb      ,Ecstasy,,,Y,N,19.0,19,,,,
11131899,XPrAlcoDrugPrb      ,Other Club Drugs,,,Y,N,20.0,20,,,,
11131900,XPrAlcoDrugPrb      ,Unknown/not sure/ don't know why (only allowable for administrative discharges),,,Y,N,21.0,99901,,,,
11131901,XPrAlcoDrugPrb      ,Other (please specify),,,Y,N,22.0,99903,,,,
11131902,XPrAlcoholDrugAduse ,Oral,,,Y,N,1.0,1,,,,
11131903,XPrAlcoholDrugAduse ,Smoking,,,Y,N,2.0,2,,,,
11131904,XPrAlcoholDrugAduse ,Inhalation,,,Y,N,3.0,3,,,,
11131905,XPrAlcoholDrugAduse ,Injection (IV or intramuscular),,,Y,N,4.0,4,,,,
11131906,XPrAlcoholDrugAduse ,None or not applicable,,,Y,N,5.0,99902,,,,
11131907,XPrAlcoholDrugAduse ,Other,,,Y,N,6.0,99903,,,,
11131908,XUDDays             ,1,,,Y,N,1.0,1,,,,
11131909,XUDDays             ,2,,,Y,N,2.0,2,,,,
11131910,XUDDays             ,3,,,Y,N,3.0,3,,,,
11131911,XUDDays             ,4,,,Y,N,4.0,4,,,,
11131912,XUDDays             ,5,,,Y,N,5.0,5,,,,
11131913,XUDDays             ,6,,,Y,N,6.0,6,,,,
11131914,XUDDays             ,7,,,Y,N,7.0,7,,,,
11131915,XUDDays             ,8,,,Y,N,8.0,8,,,,
11131916,XUDDays             ,9,,,Y,N,9.0,9,,,,
11131917,XUDDays             ,10,,,Y,N,10.0,10,,,,
11131918,XUDDays             ,11,,,Y,N,11.0,11,,,,
11131919,XUDDays             ,12,,,Y,N,12.0,12,,,,
11131920,XUDDays             ,13,,,Y,N,13.0,13,,,,
11131921,XUDDays             ,14,,,Y,N,14.0,14,,,,
11131922,XUDDays             ,15,,,Y,N,15.0,15,,,,
11131923,XUDDays             ,16,,,Y,N,16.0,16,,,,
11131924,XUDDays             ,17,,,Y,N,17.0,17,,,,
11131925,XUDDays             ,18,,,Y,N,18.0,18,,,,
11131926,XUDDays             ,19,,,Y,N,19.0,19,,,,
11131927,XUDDays             ,20,,,Y,N,20.0,20,,,,
11131928,XUDDays             ,21,,,Y,N,21.0,21,,,,
11131929,XUDDays             ,22,,,Y,N,22.0,22,,,,
11131930,XUDDays             ,23,,,Y,N,23.0,23,,,,
11131931,XUDDays             ,24,,,Y,N,24.0,24,,,,
11131932,XUDDays             ,25,,,Y,N,25.0,25,,,,
11131933,XUDDays             ,26,,,Y,N,26.0,26,,,,
11131934,XUDDays             ,27,,,Y,N,27.0,27,,,,
11131935,XUDDays             ,28,,,Y,N,28.0,28,,,,
11131936,XUDDays             ,29,,,Y,N,29.0,29,,,,
11131937,XUDDays             ,30,,,Y,N,30.0,30,,,,
11131938,XScAlcoDrugPrb      ,Heroin,,,Y,N,2.0,1,,,,
11131939,XScAlcoDrugPrb      ,Alcohol,,,Y,N,2.0,2,,,,
11131940,XScAlcoDrugPrb      ,Barbiturates,,,Y,N,3.0,3,,,,
11131941,XScAlcoDrugPrb      ,Other Sedatives or Hypnotics,,,Y,N,4.0,4,,,,
11131942,XScAlcoDrugPrb      ,Methamphetamine,,,Y,N,5.0,5,,,,
11131943,XScAlcoDrugPrb      ,Other Amphetamines,,,Y,N,6.0,6,,,,
11131944,XScAlcoDrugPrb      ,Other Stimulants,,,Y,N,7.0,7,,,,
11131945,XScAlcoDrugPrb      ,Cocaine / Crack,,,Y,N,8.0,8,,,,
11131946,XScAlcoDrugPrb      ,Marijuana / Hashish,,,Y,N,9.0,9,,,,
11131947,XScAlcoDrugPrb      ,PCP,,,Y,N,10.0,10,,,,
11131948,XScAlcoDrugPrb      ,Other Hallucinogens,,,Y,N,11.0,11,,,,
11131949,XScAlcoDrugPrb      ,Tranquilizers (Benzodiazepine),,,Y,N,12.0,12,,,,
11131950,XScAlcoDrugPrb      ,Other Tranquilizers,,,Y,N,13.0,13,,,,
11131951,XScAlcoDrugPrb      ,Non-Prescription Methadone,,,Y,N,14.0,14,,,,
11131952,XScAlcoDrugPrb      ,OxyCodone / OxyContin,,,Y,N,15.0,15,,,,
11131953,XScAlcoDrugPrb      ,Other Opiates or Synthetics,,,Y,N,16.0,16,,,,
11131954,XScAlcoDrugPrb      ,Inhalantss,,,Y,N,17.0,17,,,,
11131955,XScAlcoDrugPrb      ,Over-the-Counter,,,Y,N,18.0,18,,,,
11131956,XScAlcoDrugPrb      ,Ecstasy,,,Y,N,19.0,19,,,,
11131957,XScAlcoDrugPrb      ,Other Club Drugs,,,Y,N,20.0,20,,,,
11131958,XScAlcoDrugPrb      ,Unknown/not sure/ don't know,,,Y,N,21.0,99901,,,,
11131959,XScAlcoDrugPrb      ,Other specified,,,Y,N,22.0,99903,,,,
11131960,XUDSecAbuseDays     ,1,,,Y,N,1.0,1,,,,
11131961,XUDSecAbuseDays     ,2,,,Y,N,2.0,2,,,,
11131962,XUDSecAbuseDays     ,3,,,Y,N,3.0,3,,,,
11131963,XUDSecAbuseDays     ,4,,,Y,N,4.0,4,,,,
11131964,XUDSecAbuseDays     ,5,,,Y,N,5.0,5,,,,
11131965,XUDSecAbuseDays     ,6,,,Y,N,6.0,6,,,,
11131966,XUDSecAbuseDays     ,7,,,Y,N,7.0,7,,,,
11131967,XUDSecAbuseDays     ,8,,,Y,N,8.0,8,,,,
11131968,XUDSecAbuseDays     ,9,,,Y,N,9.0,9,,,,
11131969,XUDSecAbuseDays     ,10,,,Y,N,10.0,10,,,,
11131970,XUDSecAbuseDays     ,11,,,Y,N,11.0,11,,,,
11131971,XUDSecAbuseDays     ,12,,,Y,N,12.0,12,,,,
11131972,XUDSecAbuseDays     ,13,,,Y,N,13.0,13,,,,
11131973,XUDSecAbuseDays     ,14,,,Y,N,14.0,14,,,,
11131974,XUDSecAbuseDays     ,15,,,Y,N,15.0,15,,,,
11131975,XUDSecAbuseDays     ,16,,,Y,N,16.0,16,,,,
11131976,XUDSecAbuseDays     ,17,,,Y,N,17.0,17,,,,
11131977,XUDSecAbuseDays     ,18,,,Y,N,18.0,18,,,,
11131978,XUDSecAbuseDays     ,19,,,Y,N,19.0,19,,,,
11131979,XUDSecAbuseDays     ,20,,,Y,N,20.0,20,,,,
11131980,XUDSecAbuseDays     ,21,,,Y,N,21.0,21,,,,
11131981,XUDSecAbuseDays     ,22,,,Y,N,22.0,22,,,,
11131982,XUDSecAbuseDays     ,23,,,Y,N,23.0,23,,,,
11131983,XUDSecAbuseDays     ,24,,,Y,N,24.0,24,,,,
11131984,XUDSecAbuseDays     ,25,,,Y,N,25.0,25,,,,
11131985,XUDSecAbuseDays     ,26,,,Y,N,26.0,26,,,,
11131986,XUDSecAbuseDays     ,27,,,Y,N,27.0,27,,,,
11131987,XUDSecAbuseDays     ,28,,,Y,N,28.0,28,,,,
11131988,XUDSecAbuseDays     ,29,,,Y,N,29.0,29,,,,
11131989,XUDSecAbuseDays     ,30,,,Y,N,30.0,30,,,,
11131990,XUDSecAbuseDays     ,99902 - None or not applicable,,,Y,N,31.0,99902,,,,
11131991,XUDSecDrugAbuse     ,Oral,,,Y,N,1.0,1,,,,
11131992,XUDSecDrugAbuse     ,Smoking,,,Y,N,2.0,2,,,,
11131993,XUDSecDrugAbuse     ,Inhalation,,,Y,N,3.0,3,,,,
11131994,XUDSecDrugAbuse     ,Injection (IV or intramuscular),,,Y,N,4.0,4,,,,
11131995,XUDSecDrugAbuse     ,None or not applicable,,,Y,N,5.0,99902,,,,
11131996,XUDSecDrugAbuse     ,Other,,,Y,N,6.0,99903,,,,
11131997,XUDdisability       ,Visual,Visual,,Y,N,1.0,2,,,,
11131998,XUDdisability       ,Hearing,Hearing,,Y,N,2.0,3,,,,
11131999,XUDdisability       ,Speech,Speech,,Y,N,3.0,4,,,,
11132000,XUDdisability       ,Mobility,Mobility,,Y,N,4.0,5,,,,
11132001,XUDdisability       ,Mental,Mental,,Y,N,5.0,6,,,,
11132002,XUDdisability       ,Developmentally Disabled,Developmentally Disabled,,Y,N,6.0,7,,,,
11132003,XUDdisability       ,Other Disability (not SUD),Other Disability (not SUD),,Y,N,7.0,8,,,,
11132004,XUDdisability       ,Client declined to state,Client declined to state,,Y,N,7.0,99900,,,,
11132005,XUDdisability       ,Client unable to answer,Client unable to answer,,Y,N,8.0,99904,,,,
11132006,XCASSNReason        ,Client declines to state,,,Y,N,1.0,99900,,,,
11132007,XCASSNReason        ,None or not applicable,,,Y,N,2.0,99902,,,,
11132008,XCASSNReason        ,Client unable to answer,,,Y,N,3.0,99904,,,,
11132009,XUDDays             ,0,,,Y,N,0.0,0,,,,
11132010,XUDDays             ,99902,,,Y,N,31.0,99902,,,,
11132011,XUDSecAbuseDays     ,0,,,Y,N,0.0,0,,,,
11132012,XPrAlcoDrugPrb      ,None,,,Y,N,1.0,0,,,,
11132013,XScAlcoDrugPrb      ,None,,,Y,N,1.0,0,,,,
11132014,XCAReasonAssessment ,Initial Assessment,Initial Assessment,,Y,N,1.0,,,,,
11132015,XCAReasonAssessment ,Major Life Event,Major Life Event,,Y,N,2.0,,,,,
11132016,XCAReasonAssessment ,Planned Discharge,Planned Discharge,,Y,N,3.0,,,,,
11132017,XCAReasonAssessment ,Scheduled Update,Scheduled Update,,Y,N,4.0,,,,,
11132018,XCAReasonAssessment ,Unplanned Discharge,Unplanned Discharge,,Y,N,5.0,,,,,
11132019,XCACaregiverType    ,Adoptive Parent,Adoptive Parent,,Y,N,1.0,,,,,
11132020,XCACaregiverType    ,Aunt/Uncle,Aunt/Uncle,,Y,N,2.0,,,,,
11132021,XCACaregiverType    ,Biological Parent,Biological Parent,,Y,N,3.0,,,,,
11132022,XCACaregiverType    ,Foster Parent,Foster Parent,,Y,N,4.0,,,,,
11132023,XCACaregiverType    ,Godparent,Godparent,,Y,N,5.0,,,,,
11132024,XCACaregiverType    ,Grandparent,Grandparent,,Y,N,6.0,,,,,
11132025,XCACaregiverType    ,Legal Guardian,Legal Guardian,,Y,N,7.0,,,,,
11132026,XCACaregiverType    ,Other,Other,,Y,N,8.0,,,,,
11132027,XCACaregiverType    ,Stepparent,Stepparent,,Y,N,9.0,,,,,
11132028,OIGAUDITSTATUS      ,Valid,VALID,,Y,Y,1.0,1,,,,
11132029,OIGAUDITSTATUS      ,Warning,WARNING,,Y,Y,2.0,1,,,,
11132030,OIGAUDITSTATUS      ,Submitted,SUBMITTED,,Y,Y,3.0,1,,,,
11132031,OwnershipType       ,For Profit - Individual,For Profit - Individual,,Y,N,1.0,,,,,
11132032,OwnershipType       ,For Profit - Partnership or Corporation,For Profit - Partnership or Corporation,,Y,N,2.0,,,,,
11132033,OwnershipType       ,State-Local Government,State-Local Government,,Y,N,3.0,,,,,
11132034,OwnershipType       ,Not-For-Profit,Not-For-Profit,,Y,N,4.0,,,,,
11132035,OwnershipType       ,Federal Government,Federal Government,,Y,N,5.0,,,,,
11132036,OwnershipCode       ,Voluntary – Non-Profit – Religious Organizations,Voluntary – Non-Profit – Religious Organizations,,Y,N,1.0,01,,,,
11132037,OwnershipCode       ,Voluntary – Non-Profit – Other,Voluntary – Non-Profit – Other,,Y,N,2.0,02,,,,
11132038,OwnershipCode       ,Voluntary – multiple owners,Voluntary – multiple owners,,Y,N,3.0,03,,,,
11132039,OwnershipCode       ,Proprietary – Individual,Proprietary – Individual,,Y,N,4.0,04,,,,
11132040,OwnershipCode       ,Proprietary – Corporation,Proprietary – Corporation,,Y,N,5.0,05,,,,
11132041,OwnershipCode       ,Proprietary – Partnership,Proprietary – Partnership,,Y,N,6.0,06,,,,
11132042,OwnershipCode       ,Proprietary – Other,Proprietary – Other,,Y,N,7.0,07,,,,
11132043,OwnershipCode       ,Proprietary – multiple owners,Proprietary – multiple owners,,Y,N,8.0,08,,,,
11132044,OwnershipCode       ,Government – Federal,Government – Federal,,Y,N,9.0,09,,,,
11132045,OwnershipCode       ,Government – State,Government – State,,Y,N,10.0,10,,,,
11132046,OwnershipCode       ,Government – City,Government – City,,Y,N,11.0,11,,,,
11132047,OwnershipCode       ,Government – County,Government – County,,Y,N,12.0,12,,,,
11132048,OwnershipCode       ,Government – City-County,Government – City-County,,Y,N,13.0,13,,,,
11132049,OwnershipCode       ,Government – Hospital District ,Government – Hospital District ,,Y,N,14.0,14,,,,
11132050,OwnershipCode       ,Government – State and City/County,Government – State and City/County,,Y,N,15.0,15,,,,
11132051,OwnershipCode       ,Government – other multiple owners,Government – other multiple owners,,Y,N,16.0,16,,,,
11132052,OwnershipCode       ,Voluntary /Proprietary,Voluntary /Proprietary,,Y,N,17.0,17,,,,
11132053,OwnershipCode       ,Proprietary/Government,Proprietary/Government,,Y,N,18.0,18,,,,
11132054,OwnershipCode       ,Voluntary/Government,Voluntary/Government,,Y,N,19.0,19,,,,
11132055,OwnershipCode       ,N/A – The individual only practices as part of a group,N/A – The individual only practices as part of a group,,Y,N,88.0,88,,,,
11132056,SubstanceUseProvider,Yes,Y,,Y,N,1.0,,,,,
11132057,SubstanceUseProvider,No,N,,Y,N,2.0,,,,,
11132058,AllOIGStaff         ,All Staff Statuses,All Staff Statuses,,Y,N,1.0,,,,,
11132059,AllOIGStaff         ,Staff with errors,Staff with errors,,Y,N,2.0,,,,,
11132060,AllOIGStaff         ,Staff with current record,Staff with current record,,Y,N,3.0,,,,,
11132061,AllOIGStaff         ,Staff with pending attestations,Staff with pending attestations,,N,N,4.0,,,,,
11132062,AllOIGStaff         ,OIG Staff with Monitoring End Date,OIG Staff with Monitoring End Date,,N,N,5.0,,,,,
11132063,SmartCareLogin      ,Requested,Y,,Y,N,1.0,,,,,
11132064,SmartCareLogin      ,Not Requested,N,,Y,N,2.0,,,,,
11132065,SmartCareLogin      ,Created,C,,Y,N,3.0,,,,,
11132066,SmartCareLogin      ,Reviewed and Accepted,RA,,Y,N,4.0,,,,,
11132067,SmartCareLogin      ,Reviewed and Rejected,RR,,Y,N,5.0,,,,,
11132068,RenderingProviders  ,Requested,Y,,Y,N,1.0,,,,,
11132069,RenderingProviders  ,Not Requested,N,,Y,N,2.0,,,,,
11132070,RenderingProviders  ,Created,C,,Y,N,3.0,,,,,
11132071,RenderingProviders  ,Reviewed and Accepted,RA,,Y,N,4.0,,,,,
11132072,RenderingProviders  ,Reviewed and Rejected,RR,,Y,N,5.0,,,,,
11132073,OIGStanding         ,Good Standing,Good Standing,,Y,N,2.0,,,,,
11132074,OIGStanding         ,Bad Standing,Bad Standing,,Y,N,3.0,,,,,
11132075,EpisodeToSubmit     ,CSI,CSI,,N,N,10.0,,,,,
11132076,TEDSSERVICETYPE     ,CSI,CSI,,Y,N,10.0,,,,,
11132077,CSIModeOfService    ,24 Hour Services,24 Hour Services,,Y,N,1.0,05,,,,
11132078,CSIModeOfService    ,Day Services,Day Services,,Y,N,2.0,10,,,,
11132079,CSIModeOfService    ,Outpatient Services,Outpatient Services,,Y,N,3.0,15,,,,
11132080,PROGRAMENROLSTATUS  ,Requested,Requested,,Y,N,1.0,,,,,
11132081,PROGRAMENROLSTATUS  ,Enrolled,,,Y,N,2.0,,,,,
11132082,PROGRAMENROLSTATUS  ,Discharged,,,Y,N,3.0,,,,,
11132083,XFILETYPE           ,Assessment,,,Y,N,1.0,,,,,
11132084,XFILETYPE           ,Admission,,,Y,N,2.0,,,,,
11132085,XFILETYPE           ,Admission and Discharge,,,Y,N,3.0,,,,,
11132086,PatientStatus       ,Still a patient or expected to return,,,Y,N,1.0,,,,,
11132087,PatientStatus       ,"Discharged to home, self care, foster care, shelter care",,,Y,N,2.0,,,,,
11132088,PatientStatus       ,"Discharged/transferred to Residential/Board and Care (not locked, supervised living, no treatment)",,,Y,N,3.0,,,,,
11132089,PatientStatus       ,"Discharged/transferred to Community Residential Treatment (not locked, custodial)",,,Y,N,4.0,,,,,
11132090,PatientStatus       ,"Discharged/transferred to Community Treatment Facility (locked, no nursing care)",,,Y,N,5.0,,,,,
11132091,PatientStatus       ,Discharged/transferred to Skilled Nursing Facility/Intermediate Care Facility (unlocked or locked),,,Y,N,6.0,,,,,
11132092,PatientStatus       ,Discharged/transferred to Acute Care Hospital or Psychiatric Health Facility (PHF),,,Y,N,7.0,,,,,
11132093,PatientStatus       ,Discharged/transferred to State Hospital,,,Y,N,8.0,,,,,
11132094,PatientStatus       ,Discharged/transferred to Jail,,,Y,N,9.0,,,,,
11132095,PatientStatus       ,Unplanned discharge,,,Y,N,10.0,,,,,
11132096,PatientStatus       ,Expired,,,Y,N,11.0,,,,,
11132097,PatientStatus       ,Other,,,Y,N,12.0,,,,,
11132098,PatientStatus       ,Unknown / Not Reported,,,Y,N,13.0,,,,,
11132099,LegalClass          ,Voluntary,,,Y,N,1.0,,,,,
11132100,LegalClass          ,72 Hour Evaluation and Treatment for Adults,,,Y,N,2.0,,,,,
11132101,LegalClass          ,72 Hour Evaluation and Treatment for Children,,,Y,N,3.0,,,,,
11132102,LegalClass          ,14 Day Intensive Treatment,,,Y,N,4.0,,,,,
11132103,LegalClass          ,Additional 14 Day Hold,,,Y,N,5.0,,,,,
11132104,LegalClass          ,Additional 30 Day Hold,,,Y,N,6.0,,,,,
11132105,LegalClass          ,Additional 180 Day Hold,,,Y,N,7.0,,,,,
11132106,LegalClass          ,Other involuntary civil status,,,Y,N,8.0,,,,,
11132107,LegalClass          ,Charges and/or convictions pending,,,Y,N,9.0,,,,,
11132108,LegalClass          ,Determination of competency to stand trial,,,Y,N,10.0,,,,,
11132109,LegalClass          ,Found “not guilty by reason of insanity” or “guilty but insane”,,,Y,N,11.0,,,,,
11132110,LegalClass          ,Determination of sexual psychopathy and related legal categories,,,Y,N,12.0,,,,,
11132111,LegalClass          ,Transferred from correctional facilities,,,Y,N,13.0,,,,,
11132112,LegalClass          ,Other involuntary criminal status,,,Y,N,14.0,,,,,
11132113,LegalClass          ,Unknown / Not Reported,,,Y,N,15.0,,,,,
11132114,AdmissionNecessity  ,Emergency,,,Y,N,1.0,,,,,
11132115,AdmissionNecessity  ,Planned (Prior Authorization),,,Y,N,2.0,,,,,
11132116,AdmissionNecessity  ,Unknown/Not Reported,,,Y,N,3.0,,,,,
11132117,EPISODEREFERRALTYPE ,Crisis Services,,,Y,N,1.0,,,,,
11132118,EPISODEREFERRALTYPE ,Emergency Room,,,Y,N,2.0,,,,,
11132119,EPISODEREFERRALTYPE ,Faith-based Organization,,,Y,N,3.0,,,,,
11132120,EPISODEREFERRALTYPE ,Family Member,,,Y,N,4.0,,,,,
11132121,EPISODEREFERRALTYPE ,Federally Qualified Health Center,,,Y,N,5.0,,,,,
11132122,EPISODEREFERRALTYPE ,Fee-For-Service Provider,,,Y,N,6.0,,,,,
11132123,EPISODEREFERRALTYPE ,Friend / Neighbor,,,Y,N,7.0,,,,,
11132124,EPISODEREFERRALTYPE ,Homeless Services,,,Y,N,8.0,,,,,
11132125,EPISODEREFERRALTYPE ,Jail / Prison,,,Y,N,9.0,,,,,
11132126,EPISODEREFERRALTYPE ,Juvenile Hall / Camp / Ranch / Division of,,,Y,N,10.0,,,,,
11132127,EPISODEREFERRALTYPE ,Juvenile Justice,,,Y,N,11.0,,,,,
11132128,EPISODEREFERRALTYPE ,Medi-Cal Managed Care Plan,,,Y,N,12.0,,,,,
11132129,EPISODEREFERRALTYPE ,Mental Health Facility / Community Agency,,,Y,N,13.0,,,,,
11132130,EPISODEREFERRALTYPE ,Mobile Evaluation,,,Y,N,14.0,,,,,
11132131,EPISODEREFERRALTYPE ,Other County / Community Agency,,,Y,N,15.0,,,,,
11132132,EPISODEREFERRALTYPE ,Other referred,,,Y,N,16.0,,,,,
11132133,EPISODEREFERRALTYPE ,Probation / Parole,,,Y,N,17.0,,,,,
11132134,EPISODEREFERRALTYPE ,School,,,Y,N,18.0,,,,,
11132135,EPISODEREFERRALTYPE ,Self,,,Y,N,19.0,,,,,
11132136,EPISODEREFERRALTYPE ,Significant Other,,,Y,N,20.0,,,,,
11132137,EPISODEREFERRALTYPE ,Social Services Agency,,,Y,N,21.0,,,,,
11132138,EPISODEREFERRALTYPE ,State Hospital,,,Y,N,22.0,,,,,
11132139,EPISODEREFERRALTYPE ,Street Outreach,,,Y,N,23.0,,,,,
11132140,EPISODEREFERRALTYPE ,Substance Abuse Treatment Facility / Agency,,,Y,N,24.0,,,,,
11132141,Conservatorship     ,"Temporary Conservatorship (W&I Code, Section 5353)",,,Y,N,1.0,A,,,,
11132142,Conservatorship     ,"Lanterman-Petris-Short (W&I Code, Section 5358)",,,Y,N,2.0,B,,,,
11132143,Conservatorship     ,"Murphy (W&I Code, Section 5008)",,,Y,N,3.0,C,,,,
11132144,Conservatorship     ,"Probate (Probate Code, Division 4, Section 1400)",,,Y,N,4.0,D,,,,
11132145,Conservatorship     ,"PC 2974 (Penal Code, Section 2974)",,,Y,N,5.0,E,,,,
11132146,Conservatorship     ,"Representative Payee Without Conservatorship (W&I Code, Section 5686)",,,Y,N,6.0,F,,,,
11132147,Conservatorship     ,"Juvenile Court, Dependent of the Court (W&I Code, Section 300)",,,Y,N,7.0,G,,,,
11132148,Conservatorship     ,"Juvenile Court, Ward - Status Offender (W&I Code, Section 601)",,,Y,N,8.0,H,,,,
11132149,Conservatorship     ,"Juvenile Court, Ward - Juvenile Offender (W&I Code, Section 602)",,,Y,N,9.0,I,,,,
11132150,Conservatorship     ,Not Applicable,,,Y,N,10.0,J,,,,
11132151,Conservatorship     ,Unknown / Not Reported,,,Y,N,11.0,U,,,,
11132152,TraumaticEvent      ,Yes,,,Y,N,1.0,,,,,
11132153,TraumaticEvent      ,No,,,Y,N,2.0,,,,,
11132154,TraumaticEvent      ,Unknown,,,Y,N,3.0,,,,,
11132155,DACSRecordActions   ,Accept Records,ACCEPTRECORDS,,Y,Y,1.0,,,,,
11132156,DACSRecordActions   ,Cancel,CANCEL,,Y,Y,2.0,,,,,
11132157,DACSRecordActions   ,Create Batch Submission,CREATEBATCHSUBMISSION,,Y,Y,3.0,,,,,
11132158,DACSRecordActions   ,Create Batch Submission with Errors,CREATEBATCHWITHERRORS,,Y,Y,4.0,,,,,
11132159,DACSRecordActions   ,Refresh Data,REFRESHDATA,,Y,Y,4.0,,,,,
11132160,DACSRecordActions   ,Reject Records ,REJECTRECORDS,,Y,Y,5.0,,,,,
11132161,XCSICalculationDays ,0-7 days,07days,,Y,Y,1.0,,,,,
11132162,XCSICalculationDays ,8-14 days,814DAYS,,Y,Y,2.0,,,,,
11132163,XCSICalculationDays ,15-30 days,1530DAYS,,Y,Y,3.0,,,,,
11132164,XCSICalculationDays ,30+ days,30DAYS,,Y,Y,4.0,,,,,
11132165,XCALegalClassAtAd   ,Voluntary,,,Y,N,1.0,,,,,
11132166,XCALegalClassAtAd   ,72 Hour Evaluation and Treatment for Adults,,,Y,N,2.0,,,,,
11132167,XCALegalClassAtAd   ,72 Hour Evaluation and Treatment for Children,,,Y,N,3.0,,,,,
11132168,XCALegalClassAtAd   ,14 Day Intensive Treatment,,,Y,N,4.0,,,,,
11132169,XCALegalClassAtAd   ,Additional 14 Day Hold,,,Y,N,5.0,,,,,
11132170,XCALegalClassAtAd   ,Additional 30 Day Hold,,,Y,N,6.0,,,,,
11132171,XCALegalClassAtAd   ,Additional 180 Day Hold,,,Y,N,7.0,,,,,
11132172,XCALegalClassAtAd   ,Other involuntary civil status,,,Y,N,8.0,,,,,
11132173,XCALegalClassAtAd   ,Charges and/or convictions pending,,,Y,N,9.0,,,,,
11132174,XCALegalClassAtAd   ,Determination of competency to stand trial,,,Y,N,10.0,,,,,
11132175,XCALegalClassAtAd   ,Found “not guilty by reason of insanity” or “guilty but insane”,,,Y,N,11.0,,,,,
11132176,XCALegalClassAtAd   ,Determination of sexual psychopathy and related legal categories,,,Y,N,12.0,,,,,
11132177,XCALegalClassAtAd   ,Transferred from correctional facilities,,,Y,N,13.0,,,,,
